red,164,0,0,255,105,97
orange,255,69,0,255,165,80 
yellow,188,207,73,255,255,243
green,0,100,0,173,255,152
cyan,0,128,128,175,255,255
blue,0,0,128,176,224,255
purple,75,0,130,186,112,238
pink,199,0,133,255,192,255
brown,116, 0, 0,255, 182, 172
black,0,0,0,180,255,106
gray,105,105,105,220,220,220
white,250,235,215,255,255,255
